year,country,class,amount
1994,IT,D,109
1994,IT,E,174
1994,IT,F,412
1994,IT,G,467
1994,IT,H,589
1994,LI,A,4
1994,LI,B,5
1994,LI,C,12
1994,LI,D,2
1994,LI,E,1
1994,LI,F,3
1994,LI,G,4
1994,LI,H,2
1994,LT,B,1
1994,LT,H,2
1994,LU,A,12
1994,LU,B,16
1994,LU,C,13
1994,LU,D,3
1994,LU,E,2
1994,LU,F,4
1994,LU,G,8
1994,LU,H,17
1994,LV,A,1
1994,LV,B,5
1994,LV,C,4
1994,LV,G,4
1994,LV,H,5
1994,NL,A,464
1994,NL,B,411
1994,NL,C,558
1994,NL,D,83
1994,NL,E,71
1994,NL,F,152
1994,NL,G,309
1994,NL,H,601
1994,NO,A,96
1994,NO,B,70
1994,NO,C,129
1994,NO,D,11
1994,NO,E,10
1994,NO,F,33
1994,NO,G,71
1994,NO,H,124
1994,PL,A,20
1994,PL,B,25
1994,PL,C,32
1994,PL,D,1
1994,PL,E,2
1994,PL,F,4
1994,PL,G,23
1994,PL,H,140
1994,PT,B,3
1994,PT,C,13
1994,PT,E,1
1994,PT,G,3
1994,PT,H,3
1994,RO,A,17
1994,RO,B,5
1994,RO,C,7
1994,RO,D,1
1994,RO,E,5
1994,RO,F,2
1994,RO,G,7
1994,RO,H,8
1994,RU,A,296
1994,RU,B,133
1994,RU,C,185
1994,RU,D,19
1994,RU,E,18
1994,RU,F,53
1994,RU,G,212
1994,RU,H,441
1994,SE,A,814
1994,SE,B,393
1994,SE,C,545
1994,SE,D,54
1994,SE,E,182
1994,SE,F,159
1994,SE,G,373
1994,SE,H,780
1994,SI,A,2
1994,SI,B,8
1994,SI,C,11
1994,SI,D,1
1994,SI,E,25
1994,SI,F,2
1994,SI,G,1
1994,SI,H,1
1994,SK,A,5
1994,SK,B,2
1994,SK,C,9
1994,SK,D,1
1994,SK,E,1
1994,SK,F,1
1994,SK,G,1
1994,SK,H,1
1995,AT,A,192
1995,AT,B,222
1995,AT,C,369
1995,AT,D,58
1995,AT,E,41
1995,AT,F,85
1995,AT,G,101
1995,AT,H,88
1995,BE,A,274
1995,BE,B,320
1995,BE,C,538
1995,BE,D,50
1995,BE,E,56
1995,BE,F,172
1995,BE,G,140
1995,BE,H,168
1995,BG,A,9
1995,BG,B,1
1995,BG,C,8
1995,BG,D,2
1995,BG,E,1
1995,BG,G,15
1995,BG,H,1
1995,CH,A,513
1995,CH,B,580
1995,CH,C,936
1995,CH,D,91
1995,CH,E,84
1995,CH,F,257
1995,CH,G,233
1995,CH,H,269
1995,CZ,A,16
1995,CZ,B,36
1995,CZ,C,25
1995,CZ,D,10
1995,CZ,E,2
1995,CZ,F,15
1995,CZ,G,6
1995,CZ,H,17
1995,DE,A,9878
1995,DE,B,4920
1995,DE,C,12261
1995,DE,D,770
1995,DE,E,1180
1995,DE,F,2307
1995,DE,G,2272
1995,DE,H,2306
1995,DK,A,131
1995,DK,B,157
1995,DK,C,197
1995,DK,D,41
1995,DK,E,22
1995,DK,F,79
1995,DK,G,82
1995,DK,H,84
1995,EE,A,11
1995,EE,B,6
1995,EE,C,1
1995,EE,D,1
1995,EE,F,3
1995,EE,H,9
1995,ES,A,192
1995,ES,B,205
1995,ES,C,304
1995,ES,D,54
1995,ES,E,41
1995,ES,F,73
1995,ES,G,78
1995,ES,H,119
1995,FI,A,489
1995,FI,B,462
1995,FI,C,804
1995,FI,D,86
1995,FI,E,36
1995,FI,F,118
1995,FI,G,123
1995,FI,H,167
1995,FR,A,4117
1995,FR,B,1745
1995,FR,C,4515
1995,FR,D,369
1995,FR,E,281
1995,FR,F,818
1995,FR,G,983
1995,FR,H,1208
1995,GB,A,2167
1995,GB,B,1531
1995,GB,C,2783
1995,GB,D,261
1995,GB,E,191
1995,GB,F,580
1995,GB,G,608
1995,GB,H,932
1995,GR,A,23
1995,GR,B,7
1995,GR,C,38
1995,GR,D,1
1995,GR,E,1
1995,GR,F,5
1995,GR,G,4
1995,GR,H,7
1995,HR,A,7
1995,HR,B,2
1995,HR,C,10
1995,HR,F,4
1995,HR,G,2
1995,HR,H,2
1995,HU,A,66
1995,HU,B,100
1995,HU,C,136
1995,HU,D,11
1995,HU,E,12
1995,HU,F,40
1995,HU,G,46
1995,HU,H,56
1995,IE,A,54
1995,IE,B,34
1995,IE,C,113
1995,IE,D,17
1995,IE,E,9
1995,IE,F,20
1995,IE,G,15
1995,IE,H,19
1995,IS,B,1
1995,IS,C,4
1995,IS,E,1
1995,IS,F,1
1995,IS,H,4
1995,IT,A,676
1995,IT,B,1244
1995,IT,C,1518
1995,IT,D,207
1995,IT,E,187
1995,IT,F,535
1995,IT,G,557
1995,IT,H,609
1995,LI,A,10
1995,LI,B,6
1995,LI,C,11
1995,LI,F,5
1995,LI,G,4
1995,LI,H,3
1995,LT,A,2
1995,LT,C,1
1995,LT,F,1
1995,LT,H,3
1995,LU,A,8
1995,LU,B,10
1995,LU,C,14
1995,LU,D,7
1995,LU,E,1
1995,LU,F,5
1995,LU,G,25
1995,LU,H,19
1995,LV,A,1
1995,LV,B,3
1995,LV,C,8
1995,LV,E,2
1995,LV,G,3
1995,NL,A,458
1995,NL,B,501
1995,NL,C,596
1995,NL,D,76
1995,NL,E,105
1995,NL,F,227
1995,NL,G,329
1995,NL,H,550
1995,NO,A,62
1995,NO,B,94
1995,NO,C,108
1995,NO,D,16
1995,NO,E,10
1995,NO,F,35
1995,NO,G,115
1995,NO,H,226
1995,PL,A,35
1995,PL,B,18
1995,PL,C,28
1995,PL,D,1
1995,PL,E,2
1995,PL,F,6
1995,PL,G,52
1995,PL,H,113
1995,PT,A,3
1995,PT,B,1
1995,PT,C,10
1995,PT,D,2
1995,PT,F,2
1995,PT,G,3
1995,PT,H,2
1995,RO,A,24
1995,RO,B,5
1995,RO,C,9
1995,RO,D,1
1995,RO,E,2
1995,RO,G,2
1995,RO,H,1
1995,RU,A,189
1995,RU,B,134
1995,RU,C,202
1995,RU,D,32
1995,RU,E,30
1995,RU,F,67
1995,RU,G,196
1995,RU,H,604
1995,SE,A,512
1995,SE,B,481
1995,SE,C,456
1995,SE,D,58
1995,SE,E,126
1995,SE,F,227
1995,SE,G,557
1995,SE,H,1295
1995,SI,A,56
1995,SI,B,10
1995,SI,C,20
1995,SI,D,5
1995,SI,E,7
1995,SI,F,3
1995,SK,A,10
1995,SK,B,6
1995,SK,C,16
1995,SK,D,3
1995,SK,E,1
1995,SK,F,6
1995,SK,G,2
1995,SK,H,1
1996,AT,A,304
1996,AT,B,233
1996,AT,C,481
1996,AT,D,36
1996,AT,E,40
1996,AT,F,78
1996,AT,G,92
1996,AT,H,106
1996,BE,A,319
1996,BE,B,428
1996,BE,C,549
1996,BE,D,60
1996,BE,E,83
1996,BE,F,180
1996,BE,G,171
1996,BE,H,179
1996,BG,A,7
1996,BG,B,5
1996,BG,C,8
1996,BG,E,3
1996,BG,F,3
1996,BG,G,6
1996,BG,H,3
1996,CH,A,714
1996,CH,B,493
1996,CH,C,967
1996,CH,D,90
1996,CH,E,80
1996,CH,F,218
1996,CH,G,215
1996,CH,H,228
1996,CZ,A,19
1996,CZ,B,28
1996,CZ,C,34
1996,CZ,D,4
1996,CZ,E,9
1996,CZ,F,12
1996,CZ,G,10
1996,CZ,H,14
1996,DE,A,16378
1996,DE,B,4037
1996,DE,C,13623
1996,DE,D,482
1996,DE,E,972
1996,DE,F,1981
1996,DE,G,1892
1996,DE,H,1941
1996,DK,A,136
1996,DK,B,124
1996,DK,C,173
1996,DK,D,24
1996,DK,E,29
1996,DK,F,65
1996,DK,G,93
1996,DK,H,111
1996,EE,A,15
1996,EE,B,17
1996,EE,D,1
1996,EE,F,2
1996,EE,G,1
1996,ES,A,250
1996,ES,B,205
1996,ES,C,318
1996,ES,D,41
1996,ES,E,37
1996,ES,F,82
1996,ES,G,95
1996,ES,H,62
1996,FI,A,508
1996,FI,B,587
1996,FI,C,798
1996,FI,D,91
1996,FI,E,74
1996,FI,F,312
1996,FI,G,207
1996,FI,H,160
1996,FR,A,4594
1996,FR,B,1989
1996,FR,C,4174
1996,FR,D,451
1996,FR,E,251
1996,FR,F,754
1996,FR,G,1021
1996,FR,H,1140
1996,GB,A,2333
1996,GB,B,1310
1996,GB,C,2640
1996,GB,D,164
1996,GB,E,238
1996,GB,F,614
1996,GB,G,650
1996,GB,H,950
1996,GR,A,18
1996,GR,B,7
1996,GR,C,34
1996,GR,D,11
1996,GR,F,5
1996,GR,H,5
1996,HR,A,1
1996,HR,B,3
1996,HR,C,18
1996,HR,E,1
1996,HR,G,13
1996,HR,H,9
1996,HU,A,26
1996,HU,B,67
1996,HU,C,55
1996,HU,D,4
1996,HU,E,3
1996,HU,F,27
1996,HU,G,12
1996,HU,H,23
1996,IE,A,46
1996,IE,B,52
1996,IE,C,106
1996,IE,D,10
1996,IE,E,20
1996,IE,F,24
1996,IE,G,23
1996,IE,H,31
1996,IS,A,2
1996,IS,B,3
1996,IS,C,6
1996,IS,E,1
1996,IS,F,2
1996,IS,G,4
1996,IS,H,3
1996,IT,A,728
1996,IT,B,1256
1996,IT,C,1751
1996,IT,D,213
1996,IT,E,201
1996,IT,F,629
1996,IT,G,586
1996,IT,H,618
1996,LI,A,23
1996,LI,B,7
1996,LI,C,21
1996,LI,D,1
1996,LI,E,2
1996,LI,F,3
1996,LI,G,5
1996,LI,H,2
1996,LT,A,4
1996,LT,C,1
1996,LT,H,3
1996,LU,A,19
1996,LU,B,9
1996,LU,C,24
1996,LU,E,1
1996,LU,F,5
1996,LU,G,12
1996,LU,H,36
1996,LV,A,3
1996,LV,B,1
1996,LV,C,1
1996,LV,E,8
1996,LV,F,1
1996,LV,H,5
1996,NL,A,533
1996,NL,B,429
1996,NL,C,576
1996,NL,D,51
1996,NL,E,87
1996,NL,F,224
1996,NL,G,482
1996,NL,H,701
1996,NO,A,147
1996,NO,B,87
1996,NO,C,124
1996,NO,D,3
1996,NO,E,16
1996,NO,F,26
1996,NO,G,109
1996,NO,H,212
1996,PL,A,35
1996,PL,B,25
1996,PL,C,19
1996,PL,D,6
1996,PL,E,3
1996,PL,F,10
1996,PL,G,87
1996,PL,H,64
1996,PT,A,10
1996,PT,B,7
1996,PT,C,17
1996,PT,E,2
1996,PT,G,3
1996,RO,A,6
1996,RO,B,7
1996,RO,C,5
1996,RO,F,1
1996,RO,G,1
1996,RO,H,2
1996,RU,A,428
1996,RU,B,189
1996,RU,C,329
1996,RU,D,22
1996,RU,E,30
1996,RU,F,82
1996,RU,G,176
1996,RU,H,615
1996,SE,A,784
1996,SE,B,592
1996,SE,C,685
1996,SE,D,104
1996,SE,E,95
1996,SE,F,207
1996,SE,G,763
1996,SE,H,1385
1996,SI,A,5
1996,SI,B,3
1996,SI,C,4
1996,SI,E,40
1996,SI,F,1
1996,SI,G,3
1996,SI,H,12
1996,SK,A,14
1996,SK,B,16
1996,SK,C,6
1996,SK,E,1
1996,SK,F,4
1996,SK,G,4
1996,SK,H,1
1997,AT,A,371
1997,AT,B,285
1997,AT,C,485
1997,AT,D,45
1997,AT,E,30
1997,AT,F,93
1997,AT,G,89
1997,AT,H,100
1997,BE,A,377
1997,BE,B,493
1997,BE,C,678
1997,BE,D,91
1997,BE,E,77
1997,BE,F,181
1997,BE,G,209
1997,BE,H,221
1997,BG,A,2
1997,BG,B,13
1997,BG,C,18
1997,BG,E,1
1997,BG,G,1
1997,BG,H,2
1997,CH,A,859
1997,CH,B,607
1997,CH,C,1116
1997,CH,D,87
1997,CH,E,107
1997,CH,F,292
1997,CH,G,273
1997,CH,H,336
1997,CZ,A,16
1997,CZ,B,38
1997,CZ,C,39
1997,CZ,D,14
1997,CZ,E,4
1997,CZ,F,22
1997,CZ,G,5
1997,CZ,H,22
1997,DE,A,19899
1997,DE,B,5446
1997,DE,C,12691
1997,DE,D,839
1997,DE,E,940
1997,DE,F,2600
1997,DE,G,2351
1997,DE,H,2132
1997,DK,A,146
1997,DK,B,159
1997,DK,C,221
1997,DK,D,28
1997,DK,E,18
1997,DK,F,91
1997,DK,G,126
1997,DK,H,90
1997,EE,A,16
1997,EE,B,6
1997,EE,C,1
1997,EE,F,8
1997,EE,H,3
1997,ES,A,227
1997,ES,B,255
1997,ES,C,461
1997,ES,D,37
1997,ES,E,49
1997,ES,F,112
1997,ES,G,116
1997,ES,H,107
1997,FI,A,630
1997,FI,B,687
1997,FI,C,1072
1997,FI,D,129
1997,FI,E,108
1997,FI,F,337
1997,FI,G,312
1997,FI,H,207
1997,FR,A,5897
1997,FR,B,4593
1997,FR,C,5418
1997,FR,D,588
1997,FR,E,788
1997,FR,F,2213
1997,FR,G,2002
1997,FR,H,2741
1997,GB,A,2593
1997,GB,B,1535
1997,GB,C,2884
1997,GB,D,194
1997,GB,E,191
1997,GB,F,671
1997,GB,G,804
1997,GB,H,1010
1997,GR,A,16
1997,GR,B,21
1997,GR,C,30
1997,GR,D,2
1997,GR,F,3
1997,GR,G,7
1997,GR,H,1
1997,HR,A,8
1997,HR,B,9
1997,HR,C,9
1997,HR,D,1
1997,HR,F,2
1997,HR,G,7
1997,HR,H,1
1997,HU,A,69
1997,HU,B,71
1997,HU,C,139
1997,HU,D,35
1997,HU,E,6
1997,HU,F,19
1997,HU,G,32
1997,HU,H,37
1997,IE,A,69
1997,IE,B,71
1997,IE,C,121
1997,IE,D,15
1997,IE,E,11
1997,IE,F,18
1997,IE,G,20
1997,IE,H,34
1997,IS,A,1
1997,IS,B,6
1997,IS,C,7
1997,IS,D,1
1997,IS,F,1
1997,IS,G,2
1997,IS,H,1
1997,IT,A,782
1997,IT,B,1299
1997,IT,C,2025
1997,IT,D,218
1997,IT,E,210
1997,IT,F,596
1997,IT,G,638
1997,IT,H,747
1997,LI,A,29
1997,LI,B,6
1997,LI,C,17
1997,LI,F,2
1997,LI,G,5
1997,LI,H,9
1997,LT,A,4
1997,LT,C,1
1997,LT,H,2
1997,LU,A,19
1997,LU,B,13
1997,LU,C,24
1997,LU,D,6
1997,LU,E,2
1997,LU,F,12
1997,LU,G,29
1997,LU,H,37
1997,LV,A,16
1997,LV,B,1
1997,LV,C,4
1997,LV,E,4
1997,LV,F,2
1997,LV,G,5
1997,LV,H,6
1997,NL,A,553
1997,NL,B,642
1997,NL,C,764
1997,NL,D,71
1997,NL,E,85
1997,NL,F,273
1997,NL,G,467
1997,NL,H,794
1997,NO,A,92
1997,NO,B,114
1997,NO,C,108
1997,NO,D,3
1997,NO,E,33
1997,NO,F,37
1997,NO,G,149
1997,NO,H,309
1997,PL,A,132
1997,PL,B,26
1997,PL,C,60
1997,PL,D,15
1997,PL,E,6
1997,PL,F,20
1997,PL,G,20
1997,PL,H,25
1997,PT,A,14
1997,PT,B,7
1997,PT,C,14
1997,PT,D,2
1997,PT,E,3
1997,PT,F,1
1997,PT,G,7
1997,PT,H,7
1997,RO,A,2
1997,RO,B,6
1997,RO,C,11
1997,RO,D,6
1997,RO,F,1
1997,RO,G,4
1997,RU,A,435
1997,RU,B,150
1997,RU,C,180
1997,RU,D,4
1997,RU,E,26
1997,RU,F,61
1997,RU,G,265
1997,RU,H,526
1997,SE,A,1333
1997,SE,B,770
1997,SE,C,864
1997,SE,D,158
1997,SE,E,99
1997,SE,F,517
1997,SE,G,816
1997,SE,H,1145
1997,SI,A,16
1997,SI,B,9
1997,SI,C,13
1997,SI,E,7
1997,SI,F,4
1997,SI,G,13
1997,SI,H,3
1997,SK,A,13
1997,SK,B,4
1997,SK,C,14
1997,SK,D,2
1997,SK,E,3
1997,SK,F,5
1997,SK,G,6
1997,SK,H,5
1998,AT,A,201
1998,AT,B,360
1998,AT,C,512
1998,AT,D,71
1998,AT,E,60
1998,AT,F,140
1998,AT,G,115
1998,AT,H,144
1998,BE,A,511
1998,BE,B,430
1998,BE,C,599
1998,BE,D,87
1998,BE,E,102
1998,BE,F,222
1998,BE,G,204
1998,BE,H,267
1998,BG,A,1
1998,BG,B,3
1998,BG,C,19
1998,BG,F,8
1998,BG,G,6
1998,CH,A,641
1998,CH,B,837
1998,CH,C,1229
1998,CH,D,135
1998,CH,E,133
1998,CH,F,332
1998,CH,G,318
1998,CH,H,415
1998,CZ,A,23
1998,CZ,B,40
1998,CZ,C,38
1998,CZ,D,16
1998,CZ,E,15
1998,CZ,F,28
1998,CZ,G,14
1998,CZ,H,32
1998,DE,A,7754
1998,DE,B,12613
1998,DE,C,15950
1998,DE,D,2526
1998,DE,E,2157
1998,DE,F,5693
1998,DE,G,3836
1998,DE,H,4970
1998,DK,A,210
1998,DK,B,209
1998,DK,C,211
1998,DK,D,35
1998,DK,E,47
1998,DK,F,100
1998,DK,G,90
1998,DK,H,120
1998,EE,A,15
1998,EE,B,3
1998,EE,C,11
1998,EE,F,7
1998,EE,G,6
1998,EE,H,12
1998,ES,A,282
1998,ES,B,301
1998,ES,C,445
1998,ES,D,34
1998,ES,E,47
1998,ES,F,95
1998,ES,G,126
1998,ES,H,105
1998,FI,A,807
1998,FI,B,906
1998,FI,C,1427
1998,FI,D,174
1998,FI,E,136
1998,FI,F,394
1998,FI,G,290
1998,FI,H,252
1998,FR,A,7547
1998,FR,B,3417
1998,FR,C,6402
1998,FR,D,532
1998,FR,E,521
1998,FR,F,1586
1998,FR,G,1796
1998,FR,H,3081
1998,GB,A,2883
1998,GB,B,1786
1998,GB,C,2323
1998,GB,D,235
1998,GB,E,317
1998,GB,F,837
1998,GB,G,953
1998,GB,H,1366
1998,GR,A,25
1998,GR,B,20
1998,GR,C,35
1998,GR,D,3
1998,GR,E,2
1998,GR,F,9
1998,GR,G,3
1998,GR,H,17
1998,HR,A,21
1998,HR,B,8
1998,HR,C,22
1998,HR,F,4
1998,HR,H,3
1998,HU,A,44
1998,HU,B,51
1998,HU,C,89
1998,HU,D,4
1998,HU,E,5
1998,HU,F,26
1998,HU,G,28
1998,HU,H,38
1998,IE,A,99
1998,IE,B,69
1998,IE,C,139
1998,IE,D,27
1998,IE,E,15
1998,IE,F,42
1998,IE,G,37
1998,IE,H,53
1998,IS,A,7
1998,IS,B,9
1998,IS,C,3
1998,IS,D,1
1998,IS,F,1
1998,IS,G,1
1998,IS,H,6
1998,IT,A,955
1998,IT,B,1506
1998,IT,C,2023
1998,IT,D,191
1998,IT,E,217
1998,IT,F,575
1998,IT,G,782
1998,IT,H,814
1998,LI,A,12
1998,LI,B,18
1998,LI,C,23
1998,LI,D,2
1998,LI,E,3
1998,LI,F,10
1998,LI,G,6
1998,LI,H,10
1998,LT,B,1
1998,LT,G,1
1998,LT,H,1
1998,LU,A,13
1998,LU,B,24
1998,LU,C,16
1998,LU,D,3
1998,LU,E,5
1998,LU,F,11
1998,LU,G,31
1998,LU,H,48
1998,LV,A,12
1998,LV,B,1
1998,LV,D,1
1998,LV,E,2
1998,LV,G,3
1998,LV,H,3
1998,NL,A,976
1998,NL,B,595
1998,NL,C,777
1998,NL,D,107
1998,NL,E,112
1998,NL,F,270
1998,NL,G,435
1998,NL,H,655
1998,NO,A,85
1998,NO,B,80
1998,NO,C,69
1998,NO,D,5
1998,NO,E,17
1998,NO,F,40
1998,NO,G,156
1998,NO,H,370
1998,PL,A,41
1998,PL,B,60
1998,PL,C,42
1998,PL,D,15
1998,PL,E,2
1998,PL,F,12
1998,PL,G,30
1998,PL,H,44
1998,PT,A,6
1998,PT,B,7
1998,PT,C,17
1998,PT,D,2
1998,PT,E,1
1998,PT,F,4
1998,PT,G,11
1998,PT,H,5
1998,RO,A,8
1998,RO,B,7
1998,RO,C,19
1998,RO,E,1
1998,RO,F,2
1998,RO,G,3
1998,RO,H,3
1998,RU,A,374
1998,RU,B,180
1998,RU,C,255
1998,RU,D,28
1998,RU,E,93
1998,RU,F,120
1998,RU,G,245
1998,RU,H,532
1998,SE,A,1601
1998,SE,B,726
1998,SE,C,845
1998,SE,D,75
1998,SE,E,109
1998,SE,F,443
1998,SE,G,666
1998,SE,H,1014
1998,SI,A,21
1998,SI,B,7
1998,SI,C,22
1998,SI,D,1
1998,SI,G,15
1998,SI,H,24
1998,SK,A,7
1998,SK,B,9
1998,SK,C,10
1998,SK,D,2
1998,SK,E,2
1998,SK,F,2
1998,SK,G,3
1999,AT,A,291
1999,AT,B,393
1999,AT,C,491
1999,AT,D,80
1999,AT,E,41
1999,AT,F,143
1999,AT,G,151
1999,AT,H,181
1999,BE,A,546
1999,BE,B,548
1999,BE,C,842
1999,BE,D,101
1999,BE,E,96
1999,BE,F,225
1999,BE,G,256
1999,BE,H,229
1999,BG,A,7
1999,BG,B,5
1999,BG,C,21
1999,BG,E,2
1999,BG,F,2
1999,BG,G,5
1999,BG,H,5
1999,CH,A,753
1999,CH,B,813
1999,CH,C,1294
1999,CH,D,142
1999,CH,E,110
1999,CH,F,350
1999,CH,G,334
1999,CH,H,277
1999,CZ,A,44
1999,CZ,B,60
1999,CZ,C,46
1999,CZ,D,13
1999,CZ,E,11
1999,CZ,F,30
1999,CZ,G,18
1999,CZ,H,32
1999,DE,A,11916
1999,DE,B,13796
1999,DE,C,16030
1999,DE,D,2274
1999,DE,E,2003
1999,DE,F,5898
1999,DE,G,4523
1999,DE,H,5529
1999,DK,A,259
1999,DK,B,234
1999,DK,C,274
1999,DK,D,36
1999,DK,E,42
1999,DK,F,142
1999,DK,G,116
1999,DK,H,109
1999,EE,A,7
1999,EE,B,9
1999,EE,C,1
1999,EE,F,6
1999,EE,G,2
1999,EE,H,4
1999,ES,A,345
1999,ES,B,343
1999,ES,C,591
1999,ES,D,72
1999,ES,E,65
1999,ES,F,164
1999,ES,G,135
1999,ES,H,93
1999,FI,A,953
1999,FI,B,933
1999,FI,C,1294
1999,FI,D,179
1999,FI,E,162
1999,FI,F,436
1999,FI,G,370
1999,FI,H,344
1999,FR,A,8960
1999,FR,B,3167
1999,FR,C,8437
1999,FR,D,731
1999,FR,E,453
1999,FR,F,1117
1999,FR,G,1535
1999,FR,H,2332
1999,GB,A,2896
1999,GB,B,2337
1999,GB,C,2340
1999,GB,D,258
1999,GB,E,449
1999,GB,F,972
1999,GB,G,1174
1999,GB,H,1187
1999,GR,A,22
1999,GR,B,34
1999,GR,C,69
1999,GR,D,2
1999,GR,E,10
1999,GR,F,6
1999,GR,G,10
1999,GR,H,1
1999,HR,A,26
1999,HR,B,8
1999,HR,C,10
1999,HR,F,2
1999,HR,G,17
1999,HR,H,3
1999,HU,A,34
1999,HU,B,61
1999,HU,C,104
1999,HU,D,6
1999,HU,E,8
1999,HU,F,22
1999,HU,G,38
1999,HU,H,28
1999,IE,A,92
1999,IE,B,105
1999,IE,C,128
1999,IE,D,33
1999,IE,E,18
1999,IE,F,38
1999,IE,G,30
1999,IE,H,66
1999,IS,A,5
1999,IS,B,6
1999,IS,C,7
1999,IS,D,2
1999,IS,E,2
1999,IS,F,2
1999,IS,G,2
1999,IS,H,2
1999,IT,A,986
1999,IT,B,1585
1999,IT,C,2317
1999,IT,D,231
1999,IT,E,272
1999,IT,F,618
1999,IT,G,822
1999,IT,H,694
1999,LI,A,9
1999,LI,B,10
1999,LI,C,18
1999,LI,D,1
1999,LI,E,2
1999,LI,F,8
1999,LI,G,2
1999,LI,H,3
1999,LT,A,2
1999,LT,B,11
1999,LT,C,1
1999,LT,D,1
1999,LT,E,2
1999,LT,F,1
1999,LT,H,1
1999,LU,A,10
1999,LU,B,29
1999,LU,C,28
1999,LU,D,3
1999,LU,E,4
1999,LU,F,7
1999,LU,G,29
1999,LU,H,34
1999,LV,A,5
1999,LV,B,2
1999,LV,F,3
1999,NL,A,811
1999,NL,B,757
1999,NL,C,920
1999,NL,D,136
1999,NL,E,130
1999,NL,F,313
1999,NL,G,452
1999,NL,H,839
1999,NO,A,180
1999,NO,B,106
1999,NO,C,128
1999,NO,D,18
1999,NO,E,9
1999,NO,F,41
1999,NO,G,254
1999,NO,H,281
1999,PL,A,54
1999,PL,B,46
1999,PL,C,83
1999,PL,D,10
1999,PL,E,8
1999,PL,F,16
1999,PL,G,7
1999,PL,H,36
1999,PT,A,7
1999,PT,B,13
1999,PT,C,34
1999,PT,D,8
1999,PT,E,2
1999,PT,F,4
1999,PT,G,10
1999,PT,H,5
1999,RO,A,5
1999,RO,C,9
1999,RO,D,1
1999,RO,F,2
1999,RO,G,2
1999,RU,A,443
1999,RU,B,208
1999,RU,C,322
1999,RU,D,23
1999,RU,E,46
1999,RU,F,88
1999,RU,G,357
1999,RU,H,564
1999,SE,A,1288
1999,SE,B,1119
1999,SE,C,1393
1999,SE,D,100
1999,SE,E,212
1999,SE,F,449
1999,SE,G,728
1999,SE,H,722
1999,SI,A,12
1999,SI,B,14
1999,SI,C,16
1999,SI,E,2
1999,SI,F,5
1999,SI,G,15
1999,SI,H,28
1999,SK,A,14
1999,SK,B,12
1999,SK,C,8
1999,SK,D,1
1999,SK,E,2
1999,SK,F,8
1999,SK,G,4
1999,SK,H,1
2000,AT,A,312
2000,AT,B,428
2000,AT,C,539
2000,AT,D,74
2000,AT,E,78
2000,AT,F,176
2000,AT,G,182
2000,AT,H,162
2000,BE,A,647
2000,BE,B,638
2000,BE,C,504
2000,BE,D,85
2000,BE,E,124
2000,BE,F,230
2000,BE,G,284
2000,BE,H,245
2000,BG,A,1
2000,BG,B,6
2000,BG,C,6
2000,BG,D,10
2000,BG,E,1
2000,BG,F,1
2000,BG,G,4
2000,BG,H,7
2000,CH,A,1039
2000,CH,B,1138
2000,CH,C,803
2000,CH,D,127
2000,CH,E,249
2000,CH,F,432
2000,CH,G,452
2000,CH,H,364
2000,CZ,A,19
2000,CZ,B,46
2000,CZ,C,26
2000,CZ,D,10
2000,CZ,E,14
2000,CZ,F,14
2000,CZ,G,12
2000,CZ,H,38
2000,DE,A,7948
2000,DE,B,13303
2000,DE,C,21234
2000,DE,D,2936
2000,DE,E,2611
2000,DE,F,5789
2000,DE,G,6379
2000,DE,H,6400
2000,DK,A,218
2000,DK,B,326
2000,DK,C,291
2000,DK,D,47
2000,DK,E,57
2000,DK,F,130
2000,DK,G,181
2000,DK,H,106
2000,EE,A,2
2000,EE,B,16
2000,EE,C,1
2000,EE,E,1
2000,EE,F,2
2000,EE,G,2
2000,ES,A,390
2000,ES,B,396
2000,ES,C,523
2000,ES,D,66
2000,ES,E,58
2000,ES,F,170
2000,ES,G,185
2000,ES,H,129
2000,FI,A,952
2000,FI,B,1085
2000,FI,C,1632
2000,FI,D,216
2000,FI,E,160
2000,FI,F,553
2000,FI,G,405
2000,FI,H,456
2000,FR,A,6353
2000,FR,B,5121
2000,FR,C,8393
2000,FR,D,1105
2000,FR,E,675
2000,FR,F,1866
2000,FR,G,1876
2000,FR,H,2288
2000,GB,A,3373
2000,GB,B,1850
2000,GB,C,3545
2000,GB,D,331
2000,GB,E,281
2000,GB,F,756
2000,GB,G,902
2000,GB,H,1126
2000,GR,A,15
2000,GR,B,22
2000,GR,C,58
2000,GR,E,3
2000,GR,F,7
2000,GR,G,10
2000,GR,H,4
2000,HR,A,33
2000,HR,B,19
2000,HR,C,14
2000,HR,D,2
2000,HR,E,1
2000,HR,F,3
2000,HR,G,12
2000,HR,H,1
2000,HU,A,59
2000,HU,B,106
2000,HU,C,82
2000,HU,D,19
2000,HU,E,19
2000,HU,F,36
2000,HU,G,40
2000,HU,H,33
2000,IE,A,116
2000,IE,B,119
2000,IE,C,162
2000,IE,D,9
2000,IE,E,17
2000,IE,F,52
2000,IE,G,56
2000,IE,H,59
2000,IS,A,4
2000,IS,B,3
2000,IS,C,10
2000,IS,E,1
2000,IS,F,10
2000,IS,G,3
2000,IS,H,3
2000,IT,A,1294
2000,IT,B,1927
2000,IT,C,1934
2000,IT,D,189
2000,IT,E,330
2000,IT,F,687
2000,IT,G,886
2000,IT,H,894
2000,LI,A,3
2000,LI,B,14
2000,LI,C,20
